Title,Description
Mommie Dearest,"Mommie Dearest (1981) is a biography film directed by Frank Perry. Featuring Christina Crawford, Frank Yablans, Frank Perry, this movie has an IMDb rating of 6.6/10 and a MetaScore of 55.0. With a runtime of 129 minutes, it is rated R."
Chariots of Fire,"Chariots of Fire (1981) is a biography film directed by Hugh Hudson. Featuring Ben Cross, Ian Charleson, Nicholas Farrell, this movie has an IMDb rating of 7.1/10 and a MetaScore of 78.0. With a runtime of 125 minutes, it is rated PG."
42,"42 (2013) is a biography film directed by Brian Helgeland. Featuring Chadwick Boseman, T.R., Knight Harrison, and others, this movie has an IMDb rating of 7.5/10 and a MetaScore of 62.0. With a runtime of 128 minutes, it is rated PG-13."
On the Basis of Sex,"On the Basis of Sex (2018) is a biography film directed by Mimi Leder. Featuring Felicity Jones, Armie Hammer, Justin Theroux, this movie has an IMDb rating of 7.1/10 and a MetaScore of 59.0. With a runtime of 120 minutes, it is rated PG-13."
The Glass Castle,"The Glass Castle (2017) is a biography film directed by Destin Daniel Cretton. Featuring Brie Larson, Woody Harrelson, Naomi Watts, this movie has an IMDb rating of 7.1/10 and a MetaScore of 56.0. With a runtime of 127 minutes, it is rated PG-13."
Frida,"Frida (2002) is a biography film directed by Julie Taymor. Featuring Hayden Herrera, Clancy Sigal, Diane Lake, this movie has an IMDb rating of 7.3/10 and a MetaScore of 61.0. With a runtime of 123 minutes, it is rated R."
Lovelace,"Lovelace (2013) is a biography film directed by Rob Epstein. Featuring Amanda Seyfried, Peter Sarsgaard, Sharon Stone, this movie has an IMDb rating of 6.2/10 and a MetaScore of 51.0. With a runtime of 93 minutes, it is rated R."
Lords of Chaos,"Lords of Chaos (2018) is a biography film directed by Jonas Åkerlund. Featuring Dennis Magnusson, Jonas Åkerlund, Michael Moynihan, this movie has an IMDb rating of 6.6/10 and a MetaScore of 48.0. With a runtime of 118 minutes, it is rated R."
Mank,"Mank (2020) is a biography film directed by David Fincher. Featuring Gary Oldman, Amanda Seyfried, Lily Collins, this movie has an IMDb rating of 6.8/10 and a MetaScore of 79.0. With a runtime of 131 minutes, it is rated R."
Freedom Writers,"Freedom Writers (2007) is a biography film directed by Richard LaGravenese. Featuring Hilary Swank, Imelda Staunton, Patrick Dempsey, this movie has an IMDb rating of 7.6/10 and a MetaScore of 64.0. With a runtime of 123 minutes, it is rated PG-13."
The Runaways,"The Runaways (2010) is a biography film directed by Floria Sigismondi. Featuring Kristen Stewart, Dakota Fanning, Michael Shannon, this movie has an IMDb rating of 6.5/10 and a MetaScore of 65.0. With a runtime of 106 minutes, it is rated R."
Christiane F.,"Christiane F. (1981) is a biography film directed by Uli Edel. Featuring Herman Weigel, Kai Hermann, Horst Rieck, this movie has an IMDb rating of 7.5/10 and a MetaScore of 66.0. With a runtime of 138 minutes, it is rated R."
Steve Jobs,"Steve Jobs (2015) is a biography film directed by Danny Boyle. Featuring Michael Fassbender, Kate Winslet, Seth Rogen, this movie has an IMDb rating of 7.2/10 and a MetaScore of 82.0. With a runtime of 122 minutes, it is rated R."
The Danish Girl,"The Danish Girl (2015) is a biography film directed by Tom Hooper. Featuring Eddie Redmayne, Alicia Vikander, Amber Heard, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.0. With a runtime of 119 minutes, it is rated R."
Finding Neverland,"Finding Neverland (2004) is a biography film directed by Marc Forster. Featuring Johnny Depp, this movie has an IMDb rating of 7.7/10 and a MetaScore of 67.0. With a runtime of 106 minutes, it is rated PG."
Snowden,"Snowden (2016) is a biography film directed by Oliver Stone. Featuring Kieran Fitzgerald, Oliver Stone, Luke Harding, this movie has an IMDb rating of 7.3/10 and a MetaScore of 58.0. With a runtime of 134 minutes, it is rated R."
Ed Wood,"Ed Wood (1994) is a biography film directed by Tim Burton. Featuring Johnny Depp, Martin Landau, Sarah Jessica, and others, this movie has an IMDb rating of 7.8/10 and a MetaScore of 71.0. With a runtime of 127 minutes, it is rated R."
Ip Man,"Ip Man (2008) is a action film directed by Wilson Yip. Featuring Donnie Yen, Simon Yam, Siu-Wong Fan, this movie has an IMDb rating of 8.0/10 and a MetaScore of 59.0. With a runtime of 106 minutes, it is rated R."
Alive,"Alive (1993) is a biography film directed by Frank Marshall. Featuring Ethan Hawke, Vincent Spano, Josh Hamilton, this movie has an IMDb rating of 7.1/10 and a MetaScore of 56.0. With a runtime of 128 minutes, it is rated R."
Bernie,"Bernie (2011) is a biography film directed by Richard Linklater. Featuring Skip Hollandsworth, Richard Linklater, this movie has an IMDb rating of 6.8/10 and a MetaScore of 75.0. With a runtime of 104 minutes, it is rated PG-13."
I Can Only Imagine,"I Can Only Imagine (2018) is a biography film directed by Andrew Erwin. Featuring John Michael, Finley, this movie has an IMDb rating of 7.3/10 and a MetaScore of 30.0. With a runtime of 110 minutes, it is rated PG."
Fighting with My Family,"Fighting with My Family (2019) is a biography film directed by Stephen Merchant. Featuring Dwayne Johnson, Lena Headey, Vince Vaughn, this movie has an IMDb rating of 7.1/10 and a MetaScore of 68.0. With a runtime of 108 minutes, it is rated PG-13."
Nowhere Boy,"Nowhere Boy (2009) is a biography film directed by Sam Taylor-Johnson. Featuring Aaron Taylor-Johnson, Kristin, Scott Thomas, and others, this movie has an IMDb rating of 7.1/10 and a MetaScore of 67.0. With a runtime of 98 minutes, it is rated R."
Three Identical Strangers,"Three Identical Strangers (2018) is a documentary film directed by Tim Wardle. Featuring Robert Shafran, Michael Domnitz, Howard Schneider, this movie has an IMDb rating of 7.6/10 and a MetaScore of 81.0. With a runtime of 96 minutes, it is rated PG-13."
October Sky,"October Sky (1999) is a biography film directed by Joe Johnston. Featuring Jake Gyllenhaal, this movie has an IMDb rating of 7.8/10 and a MetaScore of 71.0. With a runtime of 108 minutes, it is rated PG."
Fire in the Sky,"Fire in the Sky (1993) is a biography film directed by Robert Lieberman. Featuring D.B., Sweeney Robert, Patrick Craig, and others, this movie has an IMDb rating of 6.5/10 and a MetaScore of 42.0. With a runtime of 109 minutes, it is rated PG-13."
Jungle,"Jungle (2017) is a action film directed by Greg McLean. Featuring Daniel Radcliffe, Thomas Kretschmann, Alex Russell, this movie has an IMDb rating of 6.7/10 and a MetaScore of 48.0. With a runtime of 115 minutes, it is rated R."
In the Name of the Father,"In the Name of the Father (1993) is a biography film directed by Jim Sheridan. Featuring Daniel, Day-Lewis Pete, Postlethwaite Alison, and others, this movie has an IMDb rating of 8.1/10 and a MetaScore of 84.0. With a runtime of 133 minutes, it is rated R."
American Me,"American Me (1992) is a biography film directed by Edward James Olmos. Featuring Floyd Mutrux, Desmond Nakano, this movie has an IMDb rating of 7.1/10 and a MetaScore of 66.0. With a runtime of 125 minutes, it is rated R."
A Million Miles Away,"A Million Miles Away (2023) is a biography film directed by Alejandra Márquez Abella. Featuring Bettina Gilois, Hernán Jiménez, Alejandra Márquez, and others, this movie has an IMDb rating of 7.3/10 and a MetaScore of 62.0. With a runtime of 121 minutes, it is rated PG."
"tick, tick... BOOM!","tick, tick... BOOM! (2021) is a biography film directed by Lin-Manuel Miranda. Featuring Andrew Garfield, Alexandra Shipp, Robin de, and others, this movie has an IMDb rating of 7.5/10 and a MetaScore of 74.0. With a runtime of 115 minutes, it is rated PG-13."
The Doors,"The Doors (1991) is a biography film directed by Oliver Stone. Featuring Val Kilmer, Meg Ryan, Kyle Mac, and others, this movie has an IMDb rating of 7.2/10 and a MetaScore of 62.0. With a runtime of 140 minutes, it is rated R."
Black Mass,"Black Mass (2015) is a biography film directed by Scott Cooper. Featuring Mark Mallouk, Jez Butterworth, Dick Lehr, this movie has an IMDb rating of 6.9/10 and a MetaScore of 68.0. With a runtime of 123 minutes, it is rated R."
A Dangerous Method,"A Dangerous Method (2011) is a biography film directed by David Cronenberg. Featuring Christopher Hampton, John Kerr, this movie has an IMDb rating of 6.4/10 and a MetaScore of 76.0. With a runtime of 99 minutes, it is rated R."
Lorenzo's Oil,"Lorenzo's Oil (1992) is a biography film directed by George Miller. Featuring Nick Nolte, Susan Sarandon, Peter Ustinov, this movie has an IMDb rating of 7.3/10 and a MetaScore of 80.0. With a runtime of 129 minutes, it is rated PG-13."
Never Look Away,"Never Look Away (2018) is a biography film directed by Florian Henckel von Donnersmarck. Featuring Tom Schilling, Sebastian Koch, Paula Beer, this movie has an IMDb rating of 7.7/10 and a MetaScore of 68.0. With a runtime of 189 minutes, it is rated R."
The Good Nurse,"The Good Nurse (2022) is a biography film directed by Tobias Lindholm. Featuring Eddie Redmayne, Jessica Chastain, Denise Pillott, this movie has an IMDb rating of 6.8/10 and a MetaScore of 65.0. With a runtime of 121 minutes, it is rated R."
Devotion,"Devotion (2022) is a action film directed by J.D. Dillard. Featuring Jonathan Majors, Glen Powell, Christina Jackson, this movie has an IMDb rating of 6.6/10 and a MetaScore of 66.0. With a runtime of 139 minutes, it is rated PG-13."
The Frozen Ground,"The Frozen Ground (2013) is a biography film directed by Scott Walker. Featuring Nicolas Cage, Vanessa Hudgens, John Cusack, this movie has an IMDb rating of 6.4/10 and a MetaScore of 37.0. With a runtime of 105 minutes, it is rated R."
Stand and Deliver,"Stand and Deliver (1988) is a biography film directed by Ramón Menéndez. Featuring Edward James, Olmos Estelle, Harris Mark, and others, this movie has an IMDb rating of 7.3/10 and a MetaScore of 77.0. With a runtime of 103 minutes, it is rated PG."
Lords of Dogtown,"Lords of Dogtown (2005) is a biography film directed by Catherine Hardwicke. Featuring Heath Ledger, Emile Hirsch, Victor Rasuk, this movie has an IMDb rating of 7.1/10 and a MetaScore of 56.0. With a runtime of 107 minutes, it is rated PG-13."
Father Stu,"Father Stu (2022) is a biography film directed by Rosalind Ross. Featuring Mark Wahlberg, Mel Gibson, Jacki Weaver, this movie has an IMDb rating of 6.5/10 and a MetaScore of 40.0. With a runtime of 124 minutes, it is rated PG-13."
Cherry,"Cherry (2021) is a biography film directed by Anthony Russo. Featuring Angela, Russo-Otstot Jessica, Goldberg Nico, and others, this movie has an IMDb rating of 6.6/10 and a MetaScore of 44.0. With a runtime of 142 minutes, it is rated R."
Bully,"Bully (2001) is a biography film directed by Larry Clark. Featuring Brad Renfro, Nick Stahl, Bijou Phillips, this movie has an IMDb rating of 6.9/10 and a MetaScore of 45.0. With a runtime of 108 minutes, it is rated TV-MA."
Serpico,"Serpico (1973) is a biography film directed by Sidney Lumet. Featuring Al Pacino, John Randolph, Jack Kehoe, this movie has an IMDb rating of 7.7/10 and a MetaScore of 83.0. With a runtime of 130 minutes, it is rated R."
Bank of Dave,"Bank of Dave (2023) is a biography film directed by Chris Foggin. Featuring Joel Fry, Phoebe Dynevor, Rory Kinnear, this movie has an IMDb rating of 7.1/10 and a MetaScore of 60.0. With a runtime of 107 minutes, it is rated PG-13."
Heavenly Creatures,"Heavenly Creatures (1994) is a biography film directed by Peter Jackson. Featuring Melanie Lynskey, Kate Winslet, Sarah Peirse, this movie has an IMDb rating of 7.3/10 and a MetaScore of 86.0. With a runtime of 99 minutes, it is rated R."
The Lover,"The Lover (1992) is a biography film directed by Jean-Jacques Annaud. Featuring Jane March, Tony Ka, Fai Leung, and others, this movie has an IMDb rating of 6.8/10 and a MetaScore of 59.0. With a runtime of 115 minutes, it is rated R."
Spencer,"Spencer (2021) is a biography film directed by Pablo Larraín. Featuring Kristen Stewart, Timothy Spall, Sally Hawkins, this movie has an IMDb rating of 6.6/10 and a MetaScore of 76.0. With a runtime of 117 minutes, it is rated R."
Alpha Dog,"Alpha Dog (2006) is a biography film directed by Nick Cassavetes. Featuring Emile Hirsch, Justin Timberlake, Anton Yelchin, this movie has an IMDb rating of 6.9/10 and a MetaScore of 53.0. With a runtime of 122 minutes, it is rated R."
The Edge of Love,"The Edge of Love (2008) is a biography film directed by John Maybury. Featuring Keira Knightley, Sienna Miller, Matthew Rhys, this movie has an IMDb rating of 6.1/10 and a MetaScore of 39.0. With a runtime of 110 minutes, it is rated R."
The Disaster Artist,"The Disaster Artist (2017) is a biography film directed by James Franco. Featuring Scott Neustadter, Michael, H., and others, this movie has an IMDb rating of 7.3/10 and a MetaScore of 76.0. With a runtime of 104 minutes, it is rated R."
Midnight Express,"Midnight Express (1978) is a biography film directed by Alan Parker. Featuring Brad Davis, Irene Miracle, Bo Hopkins, this movie has an IMDb rating of 7.5/10 and a MetaScore of 59.0. With a runtime of 121 minutes, it is rated R."
Adrift,"Adrift (2018) is a action film directed by Baltasar Kormákur. Featuring Aaron Kandell, Jordan Kandell, David Branson, and others, this movie has an IMDb rating of 6.6/10 and a MetaScore of 56.0. With a runtime of 96 minutes, it is rated PG-13."
The Iceman,"The Iceman (2012) is a biography film directed by Ariel Vromen. Featuring Morgan Land, Ariel Vromen, Anthony Bruno, this movie has an IMDb rating of 6.8/10 and a MetaScore of 60.0. With a runtime of 106 minutes, it is rated R."
Born on the Fourth of July,"Born on the Fourth of July (1989) is a biography film directed by Oliver Stone. Featuring Ron Kovic, Oliver Stone, this movie has an IMDb rating of 7.2/10 and a MetaScore of 75.0. With a runtime of 145 minutes, it is rated R."
Only the Brave,"Only the Brave (2017) is a action film directed by Joseph Kosinski. Featuring Josh Brolin, Miles Teller, Jeff Bridges, this movie has an IMDb rating of 7.6/10 and a MetaScore of 72.0. With a runtime of 134 minutes, it is rated PG-13."
Butch Cassidy and the Sundance Kid,"Butch Cassidy and the Sundance Kid (1969) is a biography film directed by George Roy Hill. Featuring Paul Newman, Robert Redford, Katharine Ross, this movie has an IMDb rating of 8.0/10 and a MetaScore of 66.0. With a runtime of 110 minutes, it is rated PG."
Sully,"Sully (2016) is a biography film directed by Clint Eastwood. Featuring Tom Hanks, Aaron Eckhart, Laura Linney, this movie has an IMDb rating of 7.4/10 and a MetaScore of 74.0. With a runtime of 96 minutes, it is rated PG-13."
Captain Phillips,"Captain Phillips (2013) is a action film directed by Paul Greengrass. Featuring Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, this movie has an IMDb rating of 7.8/10 and a MetaScore of 82.0. With a runtime of 134 minutes, it is rated PG-13."
